loc,fowP,foL,foW,pkPctg,ppPctg,sf,sa,satp,ozf,dzf,spsv,hit,bks,tka,gva,wol
1,57.14,24,32,100,40,39,26,53.68,16,7,81.9,30,14,5,6,0
1,46.57,39,34,100,0,30,24,60.29,22,13,98.51,30,16,4,6,0
0,49.12,29,28,100,25,40,22,62.07,16,15,100.69,15,6,3,3,1
1,55.35,25,31,100,0,25,25,52.44,9,15,96.48,18,12,4,2,0
1,56.25,28,36,80,33.33,37,20,63.1,18,17,100,23,12,11,8,1
0,53.42,34,39,100,0,24,30,39.71,13,22,101.49,29,20,5,5,1
0,44.64,31,25,100,0,25,25,47.56,15,9,103.52,21,18,5,2,1
1,50.87,28,29,75,0,22,40,37.93,15,16,99.31,16,22,6,5,0
0,42.85,32,24,60,0,26,39,46.32,7,16,118.1,36,14,5,4,1
0,38.57,43,27,100,33.33,33,25,51.9,19,16,98.32,16,13,4,7,1
1,61.42,27,43,66.66,0,25,33,48.1,16,19,101.68,32,11,7,8,0
0,40.98,36,25,50,0,20,33,40.48,19,20,103.57,26,15,9,8,0
1,59.01,25,36,100,50,33,20,59.52,20,19,96.43,23,15,7,6,1
1,41.26,37,26,100,33.33,27,32,46.81,20,14,95.23,35,11,10,13,0
0,58.73,26,37,66.66,0,32,27,53.19,14,20,104.77,21,20,9,11,1
0,59.15,29,42,100,25,30,34,44.55,15,24,113.04,22,15,2,9,1
1,40.84,42,29,75,0,34,30,55.45,24,15,86.96,30,13,4,13,0
0,48.48,34,32,75,40,33,28,51.52,15,17,95.45,24,7,2,5,1
1,51.51,32,34,60,25,28,33,48.48,17,15,104.55,25,12,3,8,0
0,62.85,26,44,75,50,33,29,45,14,23,108.67,10,15,3,2,1
1,37.14,44,26,50,25,29,33,55,23,14,91.33,16,10,7,4,0
0,40.9,26,18,50,0,22,23,44.19,9,11,89.58,15,23,6,10,0
1,59.25,22,32,50,0,31,17,72.58,19,7,108,19,8,6,4,1
0,40.74,32,22,100,50,17,31,27.42,7,19,92,10,10,5,4,0
1,59.09,18,26,100,50,23,22,55.81,11,9,110.42,14,13,3,8,1
1,51.61,30,32,100,0,36,31,52.29,16,26,100.24,16,16,3,10,1
1,52.3,31,34,50,0,39,25,53.76,17,25,97.46,17,16,4,6,0
0,47.69,34,31,100,50,25,39,46.24,25,17,102.54,23,10,6,8,1
0,48.38,32,30,100,0,31,36,47.71,26,16,99.76,24,7,4,8,0
1,37.7,38,23,75,50,44,38,55.21,16,12,94.62,17,19,7,9,0
1,59.18,20,29,0,50,31,18,64.06,12,11,103.57,10,4,9,12,1
1,53.19,22,25,100,0,18,32,38.3,12,15,100,21,17,6,7,0
0,62.29,23,38,50,25,38,44,44.79,12,16,105.38,13,17,8,10,1
0,40.81,29,20,50,100,18,31,35.94,11,12,96.43,15,9,10,6,0
0,46.8,25,22,100,0,32,18,61.7,15,12,100,9,13,7,5,1
0,43.63,31,24,100,0,21,23,49.32,16,10,117.65,14,12,8,4,1
1,56.36,24,31,100,0,23,21,50.68,10,16,82.35,26,10,5,3,0
1,50.98,25,26,100,20,22,42,39.18,13,12,119.29,12,23,8,19,1
0,49.01,26,25,80,0,42,22,60.82,12,13,80.71,12,15,7,12,0
0,54.68,29,35,100,0,24,30,36.49,9,16,110.71,21,20,2,9,1
1,45.31,35,29,100,0,30,24,63.51,16,9,89.29,35,12,7,13,0
1,51.85,26,28,60,0,35,38,44.93,12,8,100.38,19,11,6,4,0
0,41.81,32,23,66.66,0,28,37,39.36,10,19,100,25,25,3,8,0
1,58.18,23,32,100,33.33,37,28,60.64,19,10,100,20,8,10,9,1
0,56.06,29,37,100,0,41,27,52.38,13,16,100,23,17,2,9,0
1,43.93,37,29,100,0,27,41,47.62,16,13,100,17,12,4,13,1
1,58.73,26,37,100,0,33,25,44.74,15,13,107.27,21,15,3,9,1
0,48.14,28,26,100,40,38,35,55.07,8,12,99.62,31,8,8,2,1
0,41.26,37,26,100,0,25,33,55.26,13,15,92.73,11,9,14,10,0
0,49.15,30,29,100,33.33,32,32,40.59,14,20,100.79,23,18,6,3,1
1,50.84,29,30,66.66,0,32,32,59.41,20,14,99.21,24,12,5,4,0
0,53.96,29,34,100,50,21,36,40.51,14,14,103.42,24,19,4,5,1
1,46.03,34,29,50,0,36,21,59.49,14,14,96.58,35,9,3,10,0
0,41.07,33,23,66.66,0,25,30,37.5,11,20,91.96,25,16,9,5,0
1,58.92,23,33,100,33.33,30,25,62.5,20,11,108.04,13,9,8,6,1
1,46,27,23,50,50,29,19,59.68,19,12,93.33,17,8,4,8,0
0,54,23,27,50,50,19,29,40.32,12,19,106.67,25,8,1,3,1
0,56.71,29,38,100,33.33,30,27,49.33,17,20,96.35,29,7,11,7,1
0,51.66,29,31,80,0,22,40,37.08,6,23,92.86,39,15,4,5,0
1,48.33,31,29,100,20,40,22,62.92,23,6,107.14,25,12,10,11,1
1,47.91,25,23,66.66,33.33,22,38,45.35,11,6,106.36,21,19,5,9,1
0,52.08,23,25,66.66,33.33,38,22,54.65,6,11,93.64,24,7,5,3,0
1,43.28,38,29,66.66,0,27,30,50.67,20,17,103.65,20,7,7,9,0
1,39.43,43,28,100,40,38,27,53.27,22,18,88.07,22,17,11,9,0
0,38.63,27,17,66.66,0,34,27,56.73,15,6,87.5,7,12,4,7,0
0,60.56,28,43,60,0,27,38,46.73,18,22,111.93,15,21,10,10,1
0,46.96,35,31,100,0,33,30,44.44,22,16,87.57,34,12,7,15,0
1,53.03,31,35,100,0,30,33,55.56,16,22,112.43,24,11,10,14,1
1,61.36,17,27,100,33.33,27,34,43.27,6,15,112.5,14,15,15,3,1
0,56,22,28,0,0,48,17,62.24,12,12,108.82,20,12,12,12,1
0,42.55,27,20,100,0,39,32,49.46,14,14,95.83,37,16,9,7,0
0,43.75,36,28,100,0,29,37,40,15,19,100,31,11,1,3,0
1,70.21,14,33,33.33,0,19,30,35.71,8,18,100,8,23,7,12,0
1,49.12,29,28,66.66,33.33,30,36,43.02,14,12,110.07,16,16,5,8,1
0,50.87,28,29,66.66,33.33,36,30,56.98,12,14,89.93,13,9,2,6,0
0,29.78,33,14,100,66.66,30,19,64.29,18,8,100,24,18,4,3,1
1,57.44,20,27,100,0,32,39,50.54,14,14,104.17,28,14,11,10,1
1,44,28,22,100,0,17,48,37.76,12,12,91.18,31,20,5,18,0
1,56.25,28,36,100,0,37,29,60,19,15,100,19,7,6,8,1
1,54.54,30,36,100,50,23,29,37.65,10,25,105,18,16,7,9,1
1,54.54,30,36,75,0,40,28,57.43,27,12,97.01,20,13,6,8,0
1,44.44,25,20,75,0,15,45,24.19,3,14,130,15,6,6,2,1
0,45.45,36,30,50,0,29,23,62.35,25,10,95,17,4,11,6,0
0,42.37,34,25,100,0,33,37,43.81,19,15,100.62,22,16,7,8,0
1,57.62,25,34,100,0,37,33,56.19,15,19,99.38,25,14,12,7,1
0,45.45,36,30,0,25,28,40,42.57,12,27,102.99,15,14,8,4,1
1,52.63,27,30,100,0,30,24,61.84,14,8,103.21,15,6,2,11,1
0,55.55,20,25,100,25,45,15,75.81,14,3,70,16,6,5,0,0
1,67.92,17,36,100,0,38,21,64.42,19,12,78.03,40,10,14,20,0
0,32.07,36,17,100,0,21,38,35.58,12,19,121.97,15,21,11,10,1
0,47.36,30,27,100,0,24,30,38.16,8,14,96.79,22,21,8,10,0
1,35.59,38,21,0,0,18,44,36.52,14,18,108.98,30,22,15,18,1
0,64.4,21,38,0,0,44,18,63.48,18,14,91.02,22,14,6,10,0
1,63.63,20,35,100,50,24,37,41.11,11,17,95.54,30,17,1,7,1
0,36.36,35,20,50,0,37,24,58.89,17,11,104.46,24,15,4,5,0
0,49.25,34,33,100,0,38,30,48.94,10,18,90.52,25,15,4,9,0
1,53.57,26,30,66.66,25,34,25,58.67,15,7,94.44,18,12,9,12,0
1,50.74,33,34,100,0,30,38,51.06,18,10,109.48,33,13,3,9,1
0,46.42,30,26,75,33.33,25,34,41.33,7,15,105.56,23,23,6,8,1
1,51.66,29,31,0,0,28,30,53.76,18,17,97.45,19,7,2,5,1
0,48.33,31,29,100,0,30,28,46.24,17,18,102.55,25,24,2,3,0
1,58.2,28,39,100,100,34,28,59,24,14,103.13,19,14,12,3,1
1,46.8,25,22,50,33.33,23,33,43.75,9,17,89.66,15,11,7,12,0
0,53.19,22,25,66.66,50,33,23,56.25,17,9,110.34,14,17,12,8,1
0,51.78,27,29,100,0,29,30,54.63,13,17,98.44,17,19,5,5,0
1,48.21,29,27,100,0,30,29,45.37,17,13,101.56,19,19,12,21,1
0,41.79,39,28,0,0,28,34,41,14,24,96.88,20,12,6,3,0
1,51.51,32,34,100,0,40,27,60.44,30,8,80.41,27,11,7,8,0
0,48.48,34,32,100,0,27,40,39.56,8,30,119.59,22,12,5,4,1
0,69.09,17,38,100,0,37,27,59.21,17,7,102,7,10,1,3,1
0,50,32,32,100,0,32,30,47.92,12,17,96.15,37,20,6,6,0
0,51.51,32,34,100,20,32,46,48.81,13,19,105.37,8,6,7,16,1
1,30.9,38,17,100,0,27,37,40.79,7,17,98,18,16,3,7,0
1,63.23,25,43,60,50,24,24,48.65,12,19,99.58,11,22,11,3,1
1,72.41,16,42,50,0,29,22,72.6,12,9,96.93,23,6,4,4,0
0,27.58,42,16,100,50,22,29,27.4,9,12,103.07,10,26,4,5,1
1,50,32,32,100,0,30,32,52.08,17,12,103.85,45,15,11,12,1
0,36.76,43,25,50,40,24,24,51.35,19,12,100.42,13,10,5,5,0
0,61.7,18,29,33.33,0,28,36,46.43,15,12,97.32,14,24,6,8,0
1,38.29,29,18,0,66.66,36,28,53.57,12,15,102.68,21,16,7,3,1
1,48.48,34,32,80,0,46,32,51.19,19,13,94.63,27,8,15,12,0
1,54.9,23,28,100,0,18,23,61.9,12,14,88.89,22,11,10,10,0
1,56.36,24,31,80,0,31,22,62.86,18,10,100,13,5,4,7,0
0,43.63,31,24,100,20,22,31,37.14,10,18,100,22,13,4,5,1
0,45.09,28,23,100,0,23,18,38.1,14,12,111.11,17,22,7,4,1
0,54,23,27,100,0,17,24,44.12,9,10,108.33,19,16,2,10,1
1,46,27,23,100,0,24,17,55.88,10,9,91.67,21,13,6,6,0
0,50,30,30,75,16.66,19,37,33.33,6,19,84.62,26,20,4,5,0
1,50,30,30,83.33,25,37,19,66.67,19,6,115.38,25,14,4,13,1
0,37.93,36,22,100,50,32,41,50.56,15,16,96.16,34,12,14,1,1
1,55.07,31,38,80,33.33,28,36,40.66,11,19,100.55,16,25,11,19,1
0,35.08,37,20,50,0,31,33,55.41,7,14,95.45,48,6,6,7,0
1,64.91,20,37,100,50,33,31,44.59,14,7,104.55,40,13,10,12,1
1,62.06,22,36,50,0,41,32,49.44,16,15,103.84,24,10,12,6,0
0,44.92,38,31,66.66,20,36,28,59.34,19,11,99.45,27,13,8,15,0
1,55.22,30,37,83.33,0,24,37,53.16,18,16,109.29,31,9,9,3,1
0,44.77,37,30,100,16.66,37,24,46.84,16,18,90.71,13,13,4,2,0
1,45.61,31,26,66.66,0,35,23,59.49,13,12,106.11,23,8,1,9,1
0,54.38,26,31,100,33.33,23,35,40.51,12,13,93.89,40,15,3,6,0
1,43.05,41,31,100,0,35,24,59.41,24,19,86.96,33,10,13,20,0
0,56.94,31,41,100,0,24,35,40.59,19,24,113.04,28,21,2,6,1
1,46.42,30,26,60,0,26,37,45.95,6,15,117.19,19,18,9,9,1
1,55.93,26,33,100,0,29,28,55.22,18,9,80.92,15,13,5,7,0
1,57.35,29,39,50,16.66,40,26,52.38,23,22,103.13,28,12,12,5,1
0,44.26,34,27,100,0,34,43,44,15,20,104.09,14,21,5,8,1
0,42.59,31,23,100,0,20,20,55.88,15,11,77.78,21,10,4,2,0
1,57.4,23,31,100,0,20,20,44.12,11,15,122.22,17,15,10,5,1
0,53.57,26,30,100,40,37,26,54.05,15,6,82.81,13,12,7,3,0
0,42.64,39,29,83.33,50,26,40,47.62,22,23,96.88,30,20,6,7,0
0,44.06,33,26,100,0,28,29,44.78,9,18,119.08,14,8,4,3,1
1,60.71,22,34,100,0,27,23,45.16,13,18,95.48,26,13,11,19,0
1,52.23,32,35,50,25,25,41,30.43,5,26,98.98,42,13,16,16,0
0,47.76,35,32,75,50,41,25,69.57,26,5,101.02,31,12,11,8,1
0,39.28,34,22,100,0,23,27,54.84,18,13,104.52,26,21,5,8,1
1,55.73,27,34,100,0,43,34,56,20,15,95.91,18,13,9,9,0
0,48.38,32,30,66.66,0,29,38,44.44,9,16,107.59,31,16,3,8,1
1,51.61,30,32,100,33.33,38,29,55.56,16,9,92.41,38,23,12,9,0
1,53.96,29,34,75,0,31,29,51.35,11,11,88.24,24,9,6,3,0
0,40.38,31,21,100,33.33,26,42,39.22,13,15,93.82,27,15,8,10,0
1,59.61,21,31,66.66,0,42,26,60.78,15,13,106.18,29,11,8,7,1
0,46.03,34,29,100,25,29,31,48.65,11,11,111.76,18,16,3,3,1
0,50.98,25,26,50,0,17,35,33.33,11,16,116.67,11,20,3,1,1
1,49.01,26,25,100,50,35,17,66.67,16,11,83.33,23,10,6,2,0
1,59.32,24,35,66.66,33.33,31,23,60,23,10,102.38,20,18,7,5,1
0,40.67,35,24,66.66,33.33,23,31,40,10,23,97.62,26,22,3,1,0
1,46.55,31,27,100,0,29,24,53.75,18,10,86.36,37,11,3,5,0
1,59.18,20,29,100,0,31,25,54.93,10,14,103.64,21,10,5,9,1
0,39.7,41,27,50,0,26,26,50,18,15,99.79,20,12,7,7,1
0,53.44,27,31,100,0,24,29,46.25,10,18,113.64,30,14,3,6,1
0,47.45,31,28,66.66,50,38,27,55.81,20,9,98.85,23,16,6,3,1
0,34.32,44,23,100,0,23,43,31.76,8,17,122.5,21,14,4,8,1
0,40.81,29,20,100,0,25,31,45.07,14,10,96.36,15,15,8,5,0
1,60.29,27,41,100,50,26,26,50,15,18,100.21,29,17,7,2,0
1,52.54,28,31,50,33.33,27,38,44.19,9,20,101.16,49,10,11,3,0
1,65.67,23,44,100,0,43,23,68.24,17,8,77.5,34,3,8,7,0
0,46.03,34,29,66.66,0,38,31,70.3,24,8,94.38,30,7,6,9,0
1,61.01,23,36,50,0,32,25,61.96,16,11,93.7,16,10,8,13,0
0,51.61,30,32,50,0,27,21,58.42,12,14,100.69,32,17,7,14,0
1,53.96,29,34,100,33.33,31,38,29.7,8,24,105.63,29,21,3,12,1
0,38.98,36,23,100,50,25,32,38.04,11,16,106.3,21,24,5,10,1
1,48.38,32,30,100,50,21,27,41.58,14,12,99.31,52,27,17,12,1
0,39.28,34,22,100,25,27,37,47.31,10,18,104.76,37,22,6,6,1
0,37.73,33,20,100,33.33,25,28,36.73,11,18,92.59,22,19,5,3,0
0,42.22,26,19,100,50,21,15,56.92,9,5,101.5,26,11,6,14,1
0,45.76,32,27,60,0,34,32,53.33,13,14,96.01,17,13,3,9,0
0,47.69,34,31,100,0,31,37,43.33,13,16,106.76,23,7,14,0,0
1,52.3,31,34,100,0,37,31,56.67,16,13,93.24,31,5,12,9,1
1,52.83,25,28,100,0,26,27,48.91,13,15,100,26,18,5,7,1
1,54.23,27,32,100,40,32,34,46.67,14,13,103.99,18,15,20,12,1
1,62.26,20,33,66.66,0,28,25,63.27,18,11,107.41,20,12,6,5,1
1,57.77,19,26,50,0,15,21,43.08,5,9,98.5,36,12,7,19,0
1,60.71,22,34,75,0,37,27,52.69,18,10,95.24,34,20,3,8,0
0,47.16,28,25,100,0,27,26,51.09,15,13,100,30,18,0,2,0
0,45.28,29,24,100,25,35,20,60.87,15,9,87.68,24,3,6,6,0
1,54.71,24,29,75,0,20,35,39.13,9,15,112.32,16,11,3,8,1
1,59.01,25,36,100,50,32,17,53.85,17,11,107.69,40,13,3,12,1
0,40.98,36,25,50,0,17,32,46.15,11,17,92.31,27,14,2,9,0
0,43.54,35,27,100,33.33,32,26,50,15,18,87.03,22,12,0,2,0
1,56.45,27,35,66.66,0,26,32,50,18,15,112.97,44,8,2,5,1
0,35.84,34,19,80,50,27,36,38.46,12,13,100,24,25,8,9,1
1,64.15,19,34,50,20,36,27,61.54,13,12,100,21,12,11,12,0
1,53.62,32,37,66.66,14.28,33,29,54.41,13,7,97.04,17,10,9,12,1
1,46.37,37,32,100,22.22,33,26,53.33,21,10,95.65,16,9,10,9,1
0,46.37,37,32,85.71,33.33,29,33,45.59,7,13,102.96,20,16,9,11,0
0,53.62,32,37,77.77,0,26,33,46.67,10,21,104.35,11,16,7,6,0
0,33.33,32,16,100,0,22,29,41.94,12,12,101.69,30,14,7,2,1
1,66.66,16,32,100,0,29,22,58.06,12,12,98.31,50,12,8,9,0
0,45,33,27,100,0,36,35,46.88,14,15,112.9,22,20,7,4,1
1,57.62,25,34,0,0,31,28,54.44,18,14,90.36,24,13,4,13,0
0,56.33,31,40,66.66,50,35,27,63.53,16,16,98.59,20,12,2,5,0
1,50,29,29,66.66,25,40,22,58.16,15,12,110,31,19,7,15,1
1,54.28,32,38,100,0,22,24,48.08,17,14,105.31,20,12,8,13,1
1,61.81,21,34,100,0,28,31,57.95,16,12,100,26,12,11,4,1
1,43.66,40,31,50,33.33,27,35,36.47,16,16,101.41,26,26,6,5,1
1,55,27,33,100,0,35,36,53.13,15,14,87.1,24,11,10,6,0
1,53.84,24,28,0,0,26,28,51.72,9,16,101.19,52,11,12,6,0
0,45.71,38,32,100,0,24,22,51.92,14,17,94.69,22,16,9,9,0
1,60.71,22,34,66.66,0,35,31,57.3,21,12,98.88,22,10,8,3,0
0,38.18,34,21,100,0,31,28,42.05,12,16,100,25,17,7,3,0
0,50,29,29,75,33.33,22,40,41.84,12,15,90,17,20,10,11,0
0,46.15,28,24,100,100,28,26,48.28,16,9,98.81,31,13,5,8,1
0,39.28,34,22,100,33.33,31,35,42.7,12,21,101.12,15,14,7,5,1
0,42.37,34,25,100,100,28,31,45.56,14,18,109.64,18,17,1,3,1
1,47.27,29,26,100,25,32,22,55,11,9,101.71,14,14,9,6,1
0,52.72,26,29,75,0,22,32,45,9,11,98.29,28,5,6,10,0
0,50,31,31,100,0,31,29,44.95,19,21,100.15,39,18,8,9,0
1,50,31,31,100,0,29,31,55.05,21,19,99.85,29,9,12,8,1
0,53.84,24,28,100,100,20,20,47.44,13,15,99.42,28,11,5,8,1
1,57.33,32,43,66.66,100,36,37,49.54,18,25,98.6,29,19,4,13,1
1,46.15,28,24,0,0,20,20,52.56,15,13,100.58,31,7,4,10,0
0,42.66,43,32,0,33.33,37,36,50.46,25,18,101.4,20,17,1,8,0
1,57.14,27,36,100,0,27,26,36.73,17,14,111.15,39,16,3,8,1
0,42.85,36,27,100,0,26,27,63.27,14,17,88.85,21,14,1,6,0
1,50.68,36,37,50,0,29,26,64.52,21,15,105.75,13,11,10,9,1
0,49.31,37,36,0,50,26,29,35.48,15,21,94.25,16,8,4,13,0
0,40,33,22,100,16.66,32,26,61.76,14,6,112.5,13,10,7,5,1
1,60,22,33,83.33,0,26,32,38.24,6,14,87.5,24,13,7,14,0
1,51.72,28,30,100,0,37,40,55.45,16,16,102.67,31,12,8,11,1
0,48.27,30,28,100,0,40,37,44.55,16,16,97.33,23,17,8,12,0
1,47.16,28,25,100,33.33,30,28,53.52,12,14,96.88,22,9,6,9,1
0,52.83,25,28,66.66,0,28,30,46.48,14,12,103.12,26,8,6,4,0
1,56.16,32,41,50,0,52,30,56.38,13,19,97.26,43,14,4,7,0
0,43.83,41,32,100,50,30,52,43.62,19,13,102.74,44,10,5,4,1
1,47.16,28,25,100,0,20,24,45.78,8,14,101.26,46,21,18,13,1
0,41.37,34,24,100,0,28,27,51.85,13,15,105.2,24,13,5,9,1
1,50.7,35,36,80,0,32,21,59.26,21,15,79.17,24,12,9,7,0
1,50.7,35,36,50,0,28,33,47.25,20,17,100,17,14,1,5,0
0,41.26,37,26,50,0,27,35,38.96,15,22,119.05,19,15,8,6,1
0,49.29,36,35,100,20,21,32,40.74,15,21,120.83,20,14,7,7,1
1,52.94,24,27,100,0,37,19,70.31,16,4,80.77,29,5,4,4,0
1,50,32,32,0,33.33,27,32,51.04,18,16,97.14,27,13,13,16,0
0,52.83,25,28,100,0,24,20,54.22,14,8,98.74,16,14,10,11,0
0,47.05,27,24,100,0,19,37,29.69,4,16,119.23,21,12,3,3,1
1,58.73,26,37,100,50,35,27,61.04,22,15,80.95,29,10,2,7,0
1,51.11,22,23,66.66,0,29,26,52.63,9,7,111.65,40,10,4,10,1
1,58.62,24,34,100,0,27,28,48.15,15,13,94.8,34,16,6,12,0
0,49.29,36,35,100,50,33,28,52.75,17,20,100,11,14,2,2,1
0,50,32,32,66.66,100,32,27,48.96,16,18,102.86,43,16,10,10,1
0,48.88,23,22,100,33.33,26,29,47.37,7,9,88.35,28,14,5,10,0
0,39.62,32,21,75,0,30,24,45.78,12,14,108,30,22,3,6,1
1,60.37,21,32,100,25,24,30,54.22,14,12,92,36,10,11,4,0
1,46.03,34,29,75,25,22,49,28.26,13,15,103.02,24,25,12,5,1
0,53.96,29,34,75,25,49,22,71.74,15,13,96.98,11,3,7,2,0
0,53.84,30,35,100,50,36,33,49,14,14,99.69,19,18,7,13,1
1,46.15,35,30,50,0,33,36,51,14,14,100.31,33,18,16,5,0
0,67.69,21,44,50,16.66,49,29,52,17,15,91.4,22,17,10,11,0
1,32.3,44,21,83.33,50,29,49,48,15,17,108.6,38,16,10,14,1
0,45.83,39,33,100,0,51,23,68.13,23,13,88.94,17,8,3,10,0
1,48.43,33,31,100,100,29,28,42.86,18,16,110.32,14,19,13,17,1
1,54.16,33,39,100,0,23,51,31.87,13,23,111.06,24,15,8,19,1
0,51.56,31,33,0,0,28,29,57.14,16,18,89.68,36,16,6,14,0
0,42.3,30,22,75,0,31,36,53.01,11,15,107.69,30,7,6,5,1
1,50.9,27,28,100,50,28,41,33.98,7,23,106.14,19,17,8,8,1
0,46.03,34,29,60,0,34,29,45.45,9,17,94.33,44,19,7,7,0
1,53.96,29,34,100,40,29,34,54.55,17,9,105.67,35,17,7,9,1
0,49.09,28,27,50,0,41,28,66.02,23,7,93.86,16,5,4,3,0
1,57.69,22,30,100,25,36,31,46.99,15,11,92.31,37,13,7,9,0
0,50.9,27,28,100,0,32,35,45.56,11,15,111.11,19,7,2,0,1
1,49.09,28,27,100,0,35,32,54.44,15,11,88.89,17,10,4,5,0
0,41.17,30,21,50,40,31,30,58.51,12,5,102.74,23,14,2,9,1
1,58.82,21,30,60,50,30,31,41.49,5,12,97.26,24,21,10,17,0
0,43.33,34,26,100,0,27,31,47.62,14,10,100.76,23,13,8,5,0
1,56.66,26,34,100,0,31,27,52.38,10,14,99.24,21,18,4,14,1
0,42.42,38,28,100,0,29,30,43.24,11,17,102.38,15,10,5,4,1
1,48.27,30,28,66.66,0,37,32,44.3,8,8,100.33,37,10,0,6,0
1,52.94,32,36,100,33.33,34,33,47.37,14,22,115.19,6,16,5,6,1
0,47.05,36,32,66.66,0,33,34,52.63,22,14,84.81,13,12,4,5,0
1,57.57,28,38,100,0,30,29,56.76,17,11,97.62,20,10,5,4,0
1,49.15,30,29,100,0,28,27,57.38,13,10,95.35,17,6,4,1,0
1,54.71,24,29,100,0,23,28,48.1,17,16,115.79,30,10,9,5,1
1,49.18,31,30,80,0,28,31,48.31,13,17,102.69,32,20,10,9,1
0,45.28,29,24,100,0,28,23,51.9,16,17,84.21,15,11,11,5,0
1,42,29,21,100,40,24,28,46.15,7,9,109.53,19,11,5,2,1
0,51.72,28,30,100,33.33,32,37,55.7,8,8,99.67,29,16,0,0,1
0,58,21,29,60,0,28,24,53.85,9,7,90.47,17,16,5,2,0
0,50.84,29,30,100,0,27,28,42.62,10,13,104.65,19,9,6,3,1
0,50.81,30,31,100,20,31,28,51.69,17,13,97.31,21,13,15,5,0
0,51.61,30,32,100,0,31,29,47.42,13,17,89.29,22,14,4,7,0
0,40.62,38,26,100,50,34,34,47.79,16,17,100.96,14,19,3,7,1
1,48.38,32,30,100,0,29,31,52.58,17,13,110.71,29,21,11,15,1
1,59.37,26,38,50,0,34,34,52.21,17,16,99.04,15,20,7,3,0
1,50,27,27,50,0,31,19,59.3,20,5,82.69,16,10,7,8,0
0,50,27,27,100,50,19,31,40.7,5,20,117.31,15,18,6,2,1
1,45.76,32,27,0,0,30,34,50.94,15,19,100.24,21,17,9,9,0
1,58.33,25,35,100,50,28,33,48.75,18,15,96.17,33,12,5,5,1
0,38.59,35,22,83.33,0,24,35,39.19,10,18,96.55,19,19,3,6,0
0,54.23,27,32,100,100,34,30,49.06,19,15,99.76,29,22,5,12,1
1,61.4,22,35,100,16.66,35,24,60.81,18,10,103.45,17,16,3,8,1
0,59.01,25,36,100,50,39,41,48.25,12,18,97.57,33,10,3,2,0
0,41.66,35,25,50,0,33,28,51.25,15,18,103.83,32,12,3,4,0
1,40.98,36,25,50,0,41,39,51.75,18,12,102.44,20,9,8,1,1
0,43.24,42,32,50,0,32,28,46.67,12,21,109,30,16,9,6,1
1,41.26,37,26,66.66,33.33,25,49,32.38,11,20,103.71,36,14,7,13,0
0,53.96,29,34,50,33.33,36,27,68,16,10,97.25,36,7,7,8,1
0,30.98,49,22,66.66,0,27,42,47.83,14,25,102.44,23,6,2,7,0
1,56.75,32,42,100,50,28,32,53.33,21,12,91,13,9,20,10,0
1,51.47,33,35,80,100,25,29,52.33,17,15,96.17,29,10,3,4,0
1,46.03,34,29,66.66,50,27,36,32,10,16,102.75,36,20,9,14,0
0,48.52,35,33,0,20,29,25,47.67,15,17,103.83,19,18,1,6,1
1,46.47,38,33,0,0,33,28,51.49,17,23,98.29,15,10,17,7,0
0,53.52,33,38,100,0,28,33,48.51,23,17,101.71,12,14,9,6,1
0,58.73,26,37,66.66,33.33,49,25,67.62,20,11,96.29,31,11,6,7,1
1,69.01,22,49,100,33.33,42,27,52.17,25,14,97.56,17,10,2,5,1
1,53.96,29,34,83.33,16.66,29,22,65.52,20,7,100,36,15,9,12,0
0,46.03,34,29,83.33,16.66,22,29,34.48,7,20,100,24,20,8,6,1
0,56.94,31,41,50,33.33,33,27,58.62,20,17,100,27,11,4,6,0
1,43.05,41,31,66.66,50,27,33,41.38,17,20,100,17,17,8,9,1
0,63.33,22,38,71.42,0,32,38,57.3,13,8,108.49,15,7,8,8,1
1,36.66,38,22,100,28.57,38,32,42.7,8,13,91.51,22,21,11,12,0
0,61.9,24,39,100,25,21,36,36.78,10,20,105.7,15,15,5,3,0
1,61.9,24,39,100,0,32,41,45.45,12,16,99.76,37,13,9,8,0
0,38.09,39,24,100,0,41,32,54.55,16,12,100.24,38,21,6,8,1
1,38.09,39,24,75,0,36,21,63.22,20,10,94.3,24,15,9,11,1
1,52.3,31,34,100,0,27,34,36.36,15,16,100.7,14,17,6,12,1
0,47.69,34,31,100,0,34,27,63.64,16,15,99.3,7,14,5,2,0
0,62.96,20,34,50,33.33,25,16,58.9,20,10,93.71,21,8,1,6,1
1,37.03,34,20,66.66,50,16,25,41.1,10,20,106.29,29,12,2,7,0
0,52.54,28,31,100,25,23,24,44.44,10,13,86.36,22,5,4,5,0
1,47.45,31,28,75,0,24,23,55.56,13,10,113.64,23,9,10,10,1
0,46.42,30,26,100,0,17,29,29.31,6,21,115.38,27,17,4,6,1
1,53.57,26,30,100,0,29,17,70.69,21,6,84.62,21,5,1,7,0
1,53.44,27,31,100,0,36,18,67.59,18,12,106.23,22,15,11,5,1
0,46.55,31,27,100,0,18,36,32.41,12,18,93.77,20,19,6,6,0
0,43.47,39,30,66.66,0,30,40,43.93,14,20,95.14,24,9,1,5,0
1,56.52,30,39,100,33.33,40,30,56.07,20,14,104.86,15,9,4,13,1
1,43.85,32,25,100,25,32,41,45.21,14,10,104.35,27,12,5,6,1
1,50,27,27,100,0,33,27,51.11,12,14,95.45,30,12,5,10,0
