gameID,tm,oppTm,wol,loc,ga,gf,fowP,foL,foW,pkPctg,ppPctg,sf,sa,satp,ozf,dzf,spsv,hit,bks,tka,gva
2015020322,WPG,WSH,0,0,5,3,57.4,23,31,50.0,50.0,26,34,48.39,12,11,94.71,26,14,7,6
2015020327,ARI,ANA,1,1,2,4,59.09,27,39,33.33,33.33,34,31,53.33,14,16,107.69,23,8,8,3
2015020320,MTL,NYR,1,0,1,5,37.28,37,22,80.0,25.0,25,34,46.58,12,13,122.22,15,13,5,3
2015020327,ANA,ARI,0,0,4,2,40.9,39,27,66.66,66.66,31,34,46.67,16,14,92.31,45,20,0,3
2015020322,WSH,WPG,1,1,3,5,42.59,31,23,50.0,50.0,34,26,51.61,11,12,105.29,26,18,5,14
2015020323,CAR,EDM,1,1,1,4,55.76,23,29,75.0,0.0,27,31,55.1,12,16,111.54,20,12,23,13
2015020320,NYR,MTL,0,1,5,1,62.71,22,37,75.0,20.0,34,25,53.42,13,12,77.78,24,12,7,18
2015020317,BUF,NSH,0,1,3,2,57.4,23,31,100.0,0.0,32,20,61.9,23,9,87.03,24,5,4,7
2015020329,CHI,SJS,1,0,2,5,53.7,25,29,80.0,0.0,26,29,65.0,10,9,111.36,19,13,4,9
2015020321,PIT,STL,1,1,3,4,57.14,24,32,50.0,25.0,34,32,54.22,16,14,100.0,25,10,7,11
2015020321,STL,PIT,0,0,4,3,42.85,32,24,75.0,50.0,32,34,45.78,14,16,100.0,32,14,3,4
2015020318,CBJ,NJD,1,0,1,2,47.16,28,25,100.0,0.0,25,28,45.61,11,10,104.52,12,3,4,2
2015020323,EDM,CAR,0,0,4,1,44.23,29,23,100.0,25.0,31,27,44.9,16,12,88.46,16,13,12,7
2015020318,NJD,CBJ,0,1,2,1,52.83,25,28,100.0,0.0,28,25,54.39,10,11,95.48,16,5,5,6
2015020324,VAN,MIN,1,0,2,3,43.75,36,28,66.66,100.0,28,33,56.04,17,17,107.41,11,14,4,6
2015020324,MIN,VAN,0,1,3,2,56.25,28,36,0.0,33.33,33,28,43.96,17,17,92.59,17,16,8,11
2015020315,DAL,OTT,0,1,7,4,49.23,33,32,66.66,0.0,37,20,57.47,16,12,83.67,16,14,7,11
2015020315,OTT,DAL,1,0,4,7,50.76,32,33,100.0,33.33,20,37,42.53,12,16,116.33,10,15,8,7
2015020316,ANA,CGY,1,1,3,5,59.64,23,34,100.0,100.0,32,25,67.71,16,12,93.5,29,6,5,14
2015020316,CGY,ANA,0,0,5,3,40.35,34,23,0.0,0.0,25,32,32.29,12,16,106.5,31,20,5,12
2015020312,TOR,BOS,0,1,3,3,57.14,33,44,100.0,0.0,42,29,55.42,25,14,98.48,41,18,15,10
2015020313,LAK,FLA,1,0,1,3,44.26,34,27,80.0,0.0,32,34,52.11,16,13,112.0,37,7,7,2
2015020313,FLA,LAK,0,1,3,1,55.73,27,34,100.0,20.0,34,32,47.89,13,16,88.0,29,9,4,5
2015020312,BOS,TOR,1,0,3,3,42.85,44,33,100.0,0.0,29,42,44.58,14,25,101.52,25,17,4,6
2015020309,NSH,NYR,0,0,3,0,47.16,28,25,75.0,0.0,31,19,64.38,12,9,77.78,24,14,8,7
2015020310,PHI,CAR,1,1,2,3,45.9,33,28,100.0,50.0,36,33,46.88,15,13,93.1,29,21,4,10
2015020308,BUF,STL,0,1,2,1,45.45,30,25,0.0,0.0,25,26,41.46,11,19,96.76,22,17,1,2
2015020309,NYR,NSH,1,1,0,3,52.83,25,28,100.0,25.0,19,31,35.62,9,12,122.22,25,26,10,6
2015020308,STL,BUF,1,0,1,2,54.54,25,30,100.0,0.0,26,25,58.54,19,11,103.24,15,14,1,4
2015020314,WPG,COL,0,1,4,1,54.34,21,25,66.66,0.0,21,29,59.3,11,8,97.55,22,9,7,13
2015020311,WSH,EDM,1,1,0,1,58.49,22,31,100.0,0.0,30,33,44.33,15,14,104.17,28,19,11,6
2015020310,CAR,PHI,0,0,3,2,54.09,28,33,50.0,0.0,33,36,53.13,13,15,106.9,21,16,1,12
2015020314,COL,WPG,1,0,1,4,45.65,25,21,100.0,33.33,29,21,40.7,8,11,102.45,17,20,5,13
2015020311,EDM,WSH,0,0,1,0,41.5,31,22,100.0,0.0,33,30,55.67,14,15,95.83,14,11,6,7
2015020307,VAN,NJD,0,1,3,2,46.03,34,29,80.0,12.5,38,22,48.28,14,12,86.67,14,12,6,7
2015020306,MTL,NYI,1,1,2,4,49.15,30,29,100.0,60.0,27,23,58.67,10,14,85.71,16,12,12,10
2015020306,NYI,MTL,0,0,4,2,50.84,29,30,40.0,0.0,23,27,41.33,14,10,114.29,37,17,2,12
2015020307,NJD,VAN,1,0,2,3,53.96,29,34,87.5,20.0,22,38,51.72,12,14,113.33,12,14,6,6
2015020305,SJS,CBJ,1,0,3,5,56.52,30,39,100.0,20.0,29,31,54.35,17,15,102.53,7,15,3,2
2015020305,CBJ,SJS,0,1,5,3,43.47,39,30,80.0,0.0,31,29,45.65,15,17,97.47,9,21,2,2
2015020304,LAK,CAR,0,0,4,3,49.2,32,31,66.66,33.33,29,29,63.0,16,17,95.67,28,16,13,4
2015020304,CAR,LAK,1,1,3,4,50.79,31,32,66.66,33.33,29,29,37.0,17,16,104.33,23,16,15,7
2015020293,TOR,BOS,0,0,2,0,45.31,35,29,100.0,0.0,22,37,45.69,19,25,97.14,29,15,8,16
2015020295,ANA,TBL,0,0,5,0,57.62,25,34,50.0,0.0,30,24,52.75,18,12,81.25,33,15,2,2
2015020298,WSH,COL,1,1,3,7,65.0,21,39,0.0,25.0,32,27,49.41,12,12,115.48,19,7,7,7
2015020295,TBL,ANA,1,1,0,5,42.37,34,25,100.0,50.0,24,30,47.25,12,18,118.75,21,9,6,9
2015020303,VAN,CHI,1,1,3,6,50.0,29,29,50.0,75.0,20,29,40.7,12,13,113.43,17,16,11,3
2015020293,BOS,TOR,1,1,0,2,54.68,29,35,100.0,0.0,37,22,54.31,25,19,102.86,23,20,6,10
2015020301,DAL,BUF,1,1,0,3,48.14,28,26,100.0,20.0,32,22,56.38,19,8,108.7,13,12,8,15
2015020302,MIN,NSH,1,1,0,4,51.66,29,31,100.0,50.0,27,23,46.67,12,17,111.76,15,12,3,7
2015020296,NYR,FLA,1,0,4,5,43.03,45,34,66.66,50.0,31,43,45.0,21,18,113.39,28,12,6,3
2015020302,NSH,MIN,0,0,4,0,48.33,31,29,50.0,0.0,23,27,53.33,17,12,88.24,17,14,1,3
2015020301,BUF,DAL,0,0,3,0,51.85,26,28,80.0,0.0,22,32,43.62,8,19,91.3,22,19,5,6
2015020303,CHI,VAN,0,0,6,3,50.0,29,29,25.0,50.0,29,20,59.3,13,12,86.57,10,10,4,7
2015020294,OTT,PHI,1,1,0,4,60.31,25,38,100.0,0.0,31,36,40.57,18,16,114.29,25,29,7,17
2015020300,DET,STL,1,0,3,4,50.0,33,33,100.0,50.0,32,33,47.0,20,19,102.33,11,16,6,3
2015020296,FLA,NYR,0,1,5,4,56.96,34,45,50.0,33.33,43,31,55.0,18,21,86.61,22,8,4,11
2015020297,PIT,SJS,0,1,3,1,57.74,30,41,100.0,16.66,39,29,50.0,19,12,86.36,23,8,8,3
2015020300,STL,DET,0,1,4,3,50.0,33,33,50.0,0.0,33,32,53.0,19,20,97.67,22,17,12,7
2015020297,SJS,PIT,1,0,1,3,42.25,41,30,83.33,0.0,29,39,50.0,12,19,113.64,21,22,4,2
2015020294,PHI,OTT,0,0,4,0,39.68,38,25,100.0,0.0,36,31,59.43,16,18,85.71,26,12,4,10
2015020298,COL,WSH,0,0,7,3,35.0,39,21,75.0,100.0,27,32,50.59,12,12,84.52,21,16,7,8
2015020299,ARI,WPG,0,0,3,2,55.35,25,31,100.0,33.33,29,23,53.33,9,7,85.71,21,13,5,9
2015020299,WPG,ARI,1,1,2,3,44.64,31,25,66.66,0.0,23,29,46.67,7,9,114.29,28,10,10,14
2015020289,DET,LAK,1,1,2,3,49.2,32,31,100.0,20.0,29,37,41.46,13,20,108.33,23,13,4,7
2015020290,MTL,NYI,1,0,3,5,45.16,34,28,100.0,0.0,28,36,49.47,12,21,108.56,18,19,16,11
2015020289,LAK,DET,0,0,3,2,50.79,31,32,80.0,0.0,37,29,58.54,20,13,91.67,27,6,1,4
2015020290,NYI,MTL,0,1,5,3,54.83,28,34,100.0,0.0,36,28,50.53,21,12,91.44,42,10,17,15
2015020292,NJD,EDM,0,0,5,1,51.06,23,24,83.33,25.0,20,27,45.59,8,10,84.21,27,19,3,8
2015020291,CGY,CHI,1,1,1,2,49.05,27,26,66.66,0.0,37,19,59.09,17,16,103.33,18,18,10,9
2015020292,EDM,NJD,1,1,1,5,48.93,24,23,75.0,16.66,27,20,54.41,10,8,115.79,29,13,6,13
2015020291,CHI,CGY,0,0,2,1,50.94,26,27,100.0,33.33,19,37,40.91,16,17,96.67,5,16,5,8
2015020287,CAR,TOR,0,1,1,1,59.15,29,42,75.0,0.0,34,25,59.34,25,11,103.33,27,11,11,7
2015020288,CBJ,NSH,1,1,0,4,45.45,30,25,100.0,0.0,18,39,26.04,9,19,125.0,22,26,3,5
2015020288,NSH,CBJ,0,0,4,0,54.54,25,30,100.0,0.0,39,18,73.96,19,9,75.0,27,8,4,0
2015020287,TOR,CAR,1,0,1,1,40.84,42,29,100.0,25.0,25,34,40.66,11,25,96.67,31,15,13,8
2015020285,ANA,FLA,1,0,1,3,50.0,27,27,100.0,33.33,41,25,55.29,17,10,95.65,39,9,9,6
2015020284,TBL,NYR,1,1,1,2,45.31,35,29,100.0,0.0,28,21,55.41,18,13,92.86,21,16,10,10
2015020284,NYR,TBL,0,0,2,1,54.68,29,35,100.0,0.0,21,28,44.59,13,18,107.14,33,16,8,5
2015020283,OTT,CBJ,1,1,0,3,55.38,29,36,100.0,20.0,29,25,51.22,13,16,110.53,34,17,5,11
2015020282,MTL,ARI,0,1,3,2,47.05,36,32,50.0,0.0,33,20,54.46,22,19,92.74,26,12,3,13
2015020282,ARI,MTL,1,0,2,3,52.94,32,36,100.0,50.0,20,33,45.54,19,22,107.26,26,21,4,14
2015020283,CBJ,OTT,0,0,3,0,44.61,36,29,80.0,0.0,25,29,48.78,16,13,89.47,34,19,5,5
2015020285,FLA,ANA,0,1,3,1,50.0,27,27,66.66,0.0,25,41,44.71,10,17,104.35,22,8,3,9
2015020286,BUF,STL,0,0,2,2,62.0,19,31,33.33,0.0,34,29,45.07,13,12,111.11,23,10,6,4
2015020286,STL,BUF,1,1,2,2,38.0,31,19,100.0,66.66,29,34,54.93,12,13,88.89,30,11,5,4
2015020280,COL,PIT,0,0,4,3,45.9,33,28,75.0,20.0,31,30,47.44,13,8,95.74,36,19,7,4
2015020279,SJS,PHI,1,0,0,1,50.0,35,35,100.0,0.0,21,34,40.86,17,16,100.0,26,22,6,6
2015020279,PHI,SJS,0,1,1,0,50.0,35,35,100.0,0.0,34,21,59.14,16,17,100.0,28,15,7,11
2015020281,DAL,WSH,1,0,2,3,60.0,22,33,0.0,0.0,31,35,47.97,13,21,103.75,10,19,5,8
2015020278,MIN,BOS,0,0,4,2,54.16,22,26,75.0,0.0,26,38,46.67,14,13,98.38,23,10,6,16
2015020278,BOS,MIN,1,1,2,4,45.83,26,22,100.0,25.0,38,26,53.33,13,14,101.62,29,16,5,11
2015020281,WSH,DAL,0,1,3,2,40.0,33,22,100.0,0.0,35,31,52.03,21,13,96.25,19,17,10,13
2015020280,PIT,COL,1,1,3,4,54.09,28,33,80.0,25.0,30,31,52.56,8,13,104.26,19,16,11,6
2015020276,WSH,DET,1,0,1,2,48.21,29,27,100.0,16.66,27,26,46.27,10,17,95.24,19,9,4,4
2015020276,DET,WSH,0,1,2,1,51.78,27,29,83.33,0.0,26,27,53.73,17,10,104.76,20,9,7,8
2015020277,CHI,EDM,1,0,3,4,46.96,35,31,100.0,50.0,27,37,43.82,12,18,98.36,15,15,7,11
2015020277,EDM,CHI,0,1,4,3,53.03,31,35,50.0,0.0,37,27,56.18,18,12,101.64,16,9,10,13
2015020275,WPG,VAN,1,1,1,4,61.19,26,41,80.0,25.0,34,30,51.9,10,17,109.09,30,12,9,13
2015020275,VAN,WPG,0,0,4,1,38.8,41,26,75.0,20.0,30,34,48.1,17,10,90.91,16,13,3,8
2015020270,MIN,PIT,0,0,4,3,56.06,29,37,66.66,33.33,29,29,50.0,17,8,92.76,32,16,2,9
2015020270,PIT,MIN,1,1,3,4,43.93,37,29,66.66,33.33,29,29,50.0,8,17,107.24,32,15,5,8
2015020272,COL,TOR,0,0,5,1,55.0,27,33,20.0,0.0,35,30,50.52,12,14,103.45,37,12,5,6
2015020272,TOR,COL,1,1,1,5,45.0,33,27,100.0,80.0,30,35,49.48,14,12,96.55,31,14,6,7
2015020274,NJD,CGY,0,0,3,2,47.61,33,30,100.0,33.33,20,30,50.0,16,17,93.63,14,12,11,8
2015020268,DAL,BUF,1,0,1,3,61.33,29,46,66.66,0.0,29,25,54.74,26,19,108.33,11,14,8,5
2015020268,BUF,DAL,0,1,3,1,38.66,46,29,100.0,33.33,25,29,45.26,19,26,91.67,25,15,9,8
2015020273,ANA,NSH,0,0,3,2,50.94,26,27,83.33,0.0,40,21,69.7,12,5,87.88,14,8,7,11
2015020273,NSH,ANA,1,1,2,3,49.05,27,26,100.0,16.66,21,40,30.3,5,12,112.12,21,23,8,18
2015020269,PHI,LAK,0,1,2,2,64.4,21,38,50.0,20.0,38,40,40.91,11,12,104.35,39,14,3,8
2015020271,CBJ,STL,1,1,1,3,54.54,25,30,100.0,0.0,38,20,58.33,16,13,100.42,19,14,9,4
2015020267,SJS,BOS,1,0,4,5,45.9,33,28,33.33,40.0,28,29,51.35,13,12,103.41,21,12,4,8
2015020274,CGY,NJD,1,1,2,3,52.38,30,33,66.66,0.0,30,20,50.0,17,16,106.37,16,14,12,15
2015020271,STL,CBJ,0,0,3,1,45.45,30,25,100.0,0.0,20,38,41.67,13,16,99.58,6,16,1,5
2015020269,LAK,PHI,1,0,2,2,35.59,38,21,80.0,50.0,40,38,59.09,12,11,95.65,33,12,3,8
2015020267,BOS,SJS,0,1,5,4,54.09,28,33,60.0,66.66,29,28,48.65,12,13,96.59,33,13,7,8
2015020265,TBL,FLA,0,0,1,0,54.38,26,31,100.0,0.0,39,20,61.36,17,17,93.33,27,11,2,3
2015020264,DET,OTT,1,0,3,4,39.39,40,26,50.0,0.0,37,25,51.52,20,14,97.81,17,18,10,6
2015020265,FLA,TBL,1,1,0,1,45.61,31,26,100.0,0.0,20,39,38.64,17,17,106.67,25,10,9,9
2015020263,VAN,MTL,0,0,4,3,41.53,38,27,100.0,33.33,26,36,43.48,12,11,95.72,30,21,6,17
2015020264,OTT,DET,0,1,4,3,60.6,26,40,100.0,50.0,25,37,48.48,14,20,102.19,14,15,10,12
2015020263,MTL,VAN,1,1,3,4,58.46,27,38,66.66,0.0,36,26,56.52,11,12,104.28,30,13,10,16
2015020261,ARI,NYI,0,0,5,2,64.81,19,35,75.0,33.33,33,32,44.94,12,14,92.59,23,20,10,9
2015020261,NYI,ARI,1,1,2,5,35.18,35,19,66.66,25.0,32,33,55.06,14,12,107.41,36,11,15,13
2015020266,STL,WPG,1,1,2,3,43.07,37,28,100.0,20.0,28,18,57.58,19,9,92.95,18,12,2,1
2015020262,ANA,CAR,1,0,1,4,43.39,30,23,100.0,0.0,20,25,48.78,16,16,111.03,34,19,5,8
2015020266,WPG,STL,0,0,3,2,56.92,28,37,80.0,0.0,18,28,42.42,9,19,107.05,29,11,5,3
2015020262,CAR,ANA,0,1,4,1,56.6,23,30,0.0,0.0,25,20,51.22,16,16,88.97,14,13,11,13
2015020260,CGY,CHI,0,0,4,1,43.85,32,25,100.0,0.0,26,41,41.18,12,18,97.15,39,16,8,15
2015020260,CHI,CGY,1,1,1,4,56.14,25,32,100.0,0.0,41,26,58.82,18,12,102.85,30,17,12,12
2015020259,TOR,NYR,0,0,4,3,48.68,39,37,100.0,0.0,26,30,46.07,22,22,100.96,23,6,7,3
2015020259,NYR,TOR,1,1,3,4,51.31,37,39,100.0,0.0,30,26,53.93,22,22,99.04,20,18,11,12
2015020247,BOS,DET,1,1,1,3,49.09,28,27,66.66,0.0,31,23,47.19,12,16,110.0,24,16,5,11
2015020250,MTL,COL,0,1,6,1,49.09,28,27,50.0,0.0,40,24,66.67,13,8,79.6,21,9,5,14
2015020254,ARI,CBJ,0,0,5,2,56.06,29,37,50.0,0.0,29,21,68.18,27,9,85.62,10,2,1,3
2015020256,STL,CHI,0,1,4,2,44.44,35,28,80.0,16.66,31,27,50.75,7,16,95.91,25,12,4,3
2015020251,TBL,FLA,0,1,4,4,47.36,40,36,75.0,0.0,28,23,55.84,19,13,102.8,23,16,4,6
2015020258,LAK,EDM,1,1,3,4,53.44,27,31,100.0,0.0,28,25,54.65,17,12,99.02,24,11,4,10
2015020251,FLA,TBL,1,0,4,4,52.63,36,40,100.0,25.0,23,28,44.16,13,19,97.2,32,8,6,12
2015020258,EDM,LAK,0,0,4,3,46.55,31,27,100.0,0.0,25,28,45.35,12,17,100.98,21,19,5,5
2015020248,BUF,SJS,0,1,2,1,51.66,29,31,66.66,0.0,31,32,55.7,11,11,103.85,27,8,3,7
2015020249,TOR,VAN,1,1,2,4,60.29,27,41,66.66,25.0,40,45,45.83,12,18,107.31,22,17,14,11
2015020253,PHI,CAR,1,0,2,3,52.17,22,24,66.66,0.0,19,21,59.79,10,11,107.77,27,13,4,12
2015020254,CBJ,ARI,1,1,2,5,43.93,37,29,100.0,50.0,21,29,31.82,9,27,114.38,21,15,2,2
2015020249,VAN,TOR,0,0,4,2,39.7,41,27,75.0,33.33,45,40,54.17,18,12,92.69,16,15,6,11
2015020252,PIT,NJD,0,0,4,0,43.33,34,26,75.0,0.0,21,37,42.19,10,17,86.96,19,9,7,4
2015020250,COL,MTL,1,0,1,6,50.9,27,28,100.0,50.0,24,40,33.33,8,13,120.41,29,22,4,16
2015020247,DET,BOS,0,0,3,1,50.9,27,28,100.0,33.33,23,31,52.81,16,12,90.0,13,11,6,19
2015020257,MIN,DAL,0,0,3,2,47.61,33,30,75.0,0.0,24,36,51.04,13,10,106.94,10,17,8,6
2015020252,NJD,PIT,1,1,0,4,56.66,26,34,100.0,25.0,37,21,57.81,17,10,113.04,20,5,11,5
2015020257,DAL,MIN,1,1,2,3,52.38,30,33,100.0,25.0,36,24,48.96,10,13,93.06,15,19,9,12
2015020253,CAR,PHI,0,1,3,2,47.82,24,22,100.0,33.33,21,19,40.21,11,10,92.23,31,22,7,6
2015020256,CHI,STL,1,0,2,4,55.55,28,35,83.33,20.0,27,31,49.25,16,7,104.09,6,5,5,0
2015020248,SJS,BUF,1,0,1,2,48.33,31,29,100.0,33.33,32,31,44.3,11,11,96.15,17,11,2,6
2015020255,NSH,WPG,1,1,0,7,56.45,27,35,100.0,40.0,34,20,48.48,13,11,120.83,16,13,5,5
2015020255,WPG,NSH,0,0,7,0,43.54,35,27,60.0,0.0,20,34,51.52,11,13,79.17,18,3,3,3
2015020246,OTT,NYR,0,1,1,1,54.71,24,29,50.0,33.33,23,34,51.69,9,18,100.0,27,15,7,10
2015020246,NYR,OTT,1,0,1,1,45.28,29,24,66.66,50.0,34,23,48.31,18,9,100.0,30,17,6,11
2015020244,SJS,DET,1,0,2,3,51.02,24,25,100.0,0.0,14,28,30.65,3,19,122.92,28,16,2,2
2015020244,DET,SJS,0,1,3,2,48.97,25,24,100.0,0.0,28,14,69.35,19,3,77.08,23,3,3,9
2015020243,WSH,CGY,0,1,3,2,50.76,32,33,100.0,0.0,36,29,60.71,17,16,97.55,19,10,4,4
2015020243,CGY,WSH,1,0,2,3,49.23,33,32,100.0,0.0,29,36,39.29,16,17,102.45,19,27,9,12
2015020245,NYI,ANA,1,0,1,4,43.33,34,26,66.66,0.0,29,25,48.94,9,15,122.22,31,20,4,9
2015020242,CBJ,PIT,1,0,1,2,51.28,38,40,100.0,25.0,28,29,51.39,15,23,104.76,38,15,1,2
2015020245,ANA,NYI,0,1,4,1,56.66,26,34,100.0,33.33,25,29,51.06,15,9,77.78,36,21,2,12
2015020242,PIT,CBJ,0,1,2,1,48.71,40,38,75.0,0.0,29,28,48.61,23,15,95.24,20,15,1,12
2015020241,LAK,NYI,1,1,1,2,45.76,32,27,100.0,33.33,22,32,50.0,8,18,101.41,33,15,5,15
2015020238,NJD,CHI,1,0,2,3,56.52,20,26,80.0,33.33,22,29,34.72,2,10,106.35,54,22,6,5
2015020238,CHI,NJD,0,1,3,2,43.47,26,20,66.66,20.0,29,22,65.28,10,2,93.65,24,8,5,1
2015020235,TBL,CGY,1,1,1,3,43.58,44,34,75.0,50.0,29,31,51.46,29,20,107.41,14,12,6,5
2015020239,DAL,WPG,1,1,3,6,63.33,22,38,100.0,50.0,34,38,52.0,17,13,97.99,22,25,6,11
2015020236,FLA,BUF,0,1,3,2,60.71,22,34,0.0,33.33,38,19,57.53,14,14,92.24,35,8,5,4
2015020236,BUF,FLA,1,0,2,3,39.28,34,22,66.66,100.0,19,38,42.47,14,14,107.76,33,16,2,0
2015020235,CGY,TBL,0,0,3,1,56.41,34,44,50.0,25.0,31,29,48.54,20,29,92.59,19,21,3,3
2015020234,OTT,VAN,1,1,2,3,42.3,30,22,66.66,50.0,25,35,38.1,8,16,102.18,25,21,9,9
2015020234,VAN,OTT,0,0,3,2,57.69,22,30,50.0,33.33,35,25,61.9,16,8,97.82,19,10,10,8
2015020239,WPG,DAL,0,0,6,3,36.66,38,22,50.0,0.0,38,34,48.0,13,17,102.01,21,22,4,10
2015020241,NYI,LAK,0,0,2,1,54.23,27,32,66.66,0.0,32,22,50.0,18,8,98.59,38,14,0,11
2015020231,STL,NYR,0,0,6,3,58.18,23,32,50.0,33.33,34,22,57.89,17,8,80.47,25,16,6,8
2015020231,NYR,STL,1,1,3,6,41.81,32,23,66.66,50.0,22,34,42.11,8,17,119.53,31,21,7,14
2015020230,BOS,COL,0,1,3,2,52.54,28,31,100.0,50.0,27,30,44.32,13,12,92.52,27,19,2,13
2015020232,PHI,WSH,0,1,5,2,44.06,33,26,33.33,25.0,20,32,48.28,17,10,94.34,34,15,2,10
2015020232,WSH,PHI,1,0,2,5,55.93,26,33,75.0,66.66,32,20,51.72,10,17,105.66,32,15,4,2
2015020230,COL,BOS,1,0,2,3,47.45,31,28,50.0,0.0,30,27,55.68,12,13,107.48,21,14,4,13
2015020240,EDM,ARI,0,0,4,1,43.33,34,26,66.66,0.0,28,21,61.11,18,11,82.92,24,10,8,6
2015020237,NSH,TOR,0,1,1,1,58.82,21,30,100.0,25.0,22,23,64.37,14,9,93.33,24,16,8,11
2015020237,TOR,NSH,1,0,1,1,41.17,30,21,75.0,0.0,23,22,35.63,9,14,106.67,17,24,10,10
2015020240,ARI,EDM,1,1,1,4,56.66,26,34,100.0,33.33,21,28,38.89,11,18,117.08,28,15,7,3
2015020233,CAR,MIN,0,1,3,2,54.38,26,31,0.0,33.33,39,21,63.06,15,14,92.7,11,9,20,10
2015020233,MIN,CAR,1,0,2,3,45.61,31,26,66.66,0.0,21,39,36.94,14,15,107.3,25,21,13,8
2015020228,MTL,PIT,0,0,3,3,51.42,34,36,100.0,25.0,38,34,53.19,18,19,95.36,25,11,1,5
2015020228,PIT,MTL,1,1,3,3,48.57,36,34,75.0,0.0,34,38,46.81,19,18,104.64,25,12,8,10
2015020229,ANA,EDM,0,1,4,3,53.22,29,33,50.0,50.0,37,27,53.54,17,12,96.73,31,14,4,14
2015020229,EDM,ANA,1,0,3,4,46.77,33,29,50.0,50.0,27,37,46.46,12,17,103.27,24,10,6,6
2015020221,BUF,TBL,1,0,1,4,50.0,27,27,80.0,33.33,27,31,40.96,13,8,109.09,22,20,6,6
2015020220,DET,WSH,1,1,0,1,53.65,19,22,100.0,0.0,27,38,55.84,13,11,104.17,23,7,4,4
2015020226,ARI,LAK,1,0,2,3,49.15,30,29,50.0,0.0,25,35,37.5,10,22,112.56,20,17,6,7
2015020222,FLA,CGY,1,1,3,4,41.07,33,23,0.0,50.0,31,28,55.56,21,12,103.54,31,12,2,3
2015020220,WSH,DET,0,0,1,0,46.34,22,19,100.0,0.0,38,27,44.16,11,13,95.83,16,7,7,5
2015020227,SJS,NYI,0,1,4,2,50.84,29,30,100.0,0.0,36,25,52.87,14,14,91.9,33,22,7,22
2015020226,LAK,ARI,0,1,3,2,50.84,29,30,100.0,50.0,35,25,62.5,22,10,87.44,25,13,3,14
2015020221,TBL,BUF,0,1,4,1,50.0,27,27,66.66,20.0,31,27,59.04,8,13,90.91,21,13,4,9
2015020222,CGY,FLA,0,0,4,3,58.92,23,33,50.0,100.0,28,31,44.44,12,21,96.46,24,16,4,2
2015020227,NYI,SJS,1,0,2,4,49.15,30,29,100.0,0.0,25,36,47.13,14,14,108.1,38,17,4,7
2015020225,TOR,DAL,1,0,2,3,53.73,31,36,100.0,100.0,30,38,46.36,22,24,101.19,21,15,9,13
2015020225,DAL,TOR,0,1,3,2,46.26,36,31,0.0,0.0,38,30,53.64,24,22,98.81,15,8,10,13
2015020223,OTT,NSH,0,0,7,5,43.58,44,34,66.66,66.66,26,38,37.5,17,21,91.78,13,14,16,8
2015020219,VAN,CBJ,1,0,3,5,43.54,35,27,33.33,0.0,30,45,41.3,14,16,116.0,20,18,8,5
2015020223,NSH,OTT,1,1,5,7,56.41,34,44,33.33,33.33,38,26,62.5,21,17,108.22,21,17,6,9
2015020218,COL,PHI,1,0,0,4,46.29,29,25,100.0,50.0,40,25,49.02,19,16,108.33,42,16,5,9
2015020218,PHI,COL,0,1,4,0,53.7,25,29,50.0,0.0,25,40,50.98,16,19,91.67,49,10,6,13
2015020224,MIN,WPG,1,1,3,5,50.76,32,33,50.0,0.0,28,28,44.3,16,13,113.0,21,22,12,6
2015020216,STL,NJD,1,0,0,2,45.83,26,22,100.0,0.0,28,24,57.75,13,14,107.41,20,10,12,3
2015020217,CAR,NYR,0,0,3,0,63.79,21,37,100.0,0.0,33,23,67.12,17,9,76.92,15,9,5,5
2015020217,NYR,CAR,1,1,0,3,36.2,37,21,100.0,0.0,23,33,32.88,9,17,123.08,19,19,11,8
2015020219,CBJ,VAN,0,1,5,3,56.45,27,35,100.0,66.66,45,30,58.7,16,14,84.0,18,13,12,6
2015020224,WPG,MIN,0,0,5,3,49.23,33,32,100.0,50.0,28,28,55.7,13,16,87.0,16,15,10,5
2015020216,NJD,STL,0,1,2,0,54.16,22,26,100.0,0.0,24,28,42.25,14,13,92.59,14,10,12,7
2015020215,ANA,ARI,0,1,4,3,38.88,33,21,80.0,25.0,36,28,52.5,10,9,97.69,40,12,8,17
2015020215,ARI,ANA,1,0,3,4,61.11,21,33,75.0,20.0,28,36,47.5,9,10,102.31,20,12,6,13
2015020214,CHI,EDM,1,1,2,4,51.35,36,38,0.0,25.0,28,36,47.37,23,20,112.5,24,11,5,15
2015020214,EDM,CHI,0,0,4,2,48.64,38,36,75.0,100.0,36,28,52.63,20,23,87.5,35,25,6,16
2015020212,VAN,NJD,0,0,4,3,55.0,36,44,80.0,0.0,31,28,59.62,18,13,104.32,7,4,4,3
2015020213,BOS,NYI,1,0,1,2,50.0,33,33,85.71,33.33,27,37,39.56,15,18,104.55,25,17,8,6
2015020213,NYI,BOS,0,1,2,1,50.0,33,33,66.66,14.28,37,27,60.44,18,15,95.45,25,13,8,8
2015020212,NJD,VAN,1,1,3,4,45.0,44,36,100.0,20.0,28,31,40.38,13,18,95.68,8,11,6,5
2015020211,DAL,DET,1,0,1,4,47.69,34,31,80.0,33.33,26,22,45.45,16,16,105.0,16,13,6,9
2015020211,DET,DAL,0,1,4,1,52.3,31,34,66.66,20.0,22,26,54.55,16,16,95.0,30,7,7,5
